"InvoiceID","PayerAccountId","LinkedAccountId","RecordType","RecordId","ProductName","RateId","SubscriptionId","PricingPlanId","UsageType","Operation","AvailabilityZone","ReservedInstance","ItemDescription","UsageStartDate","UsageEndDate","UsageQuantity","Rate","Cost","ResourceId"
"32473150","XXXXXXXXXXXXXX","XXXXXXXXXXXXXX","LineItem","10396880107847882644245148","Amazon Elastic Compute Cloud","913770","13630969","205266","APS2-DataTransfer-Regional-Bytes","PublicIP-In",,"N","$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using IPs or ELB","2013-09-01 00:00:00","2013-09-01 01:00:00","0.00000018","0.0100000000","0.00000000","i-59c70864"
"32473150","XXXXXXXXXXXXXX","XXXXXXXXXXXXXX","LineItem","10396880107847882644245149","Amazon Elastic Compute Cloud","913770","13630969","205266","APS2-DataTransfer-Regional-Bytes","PublicIP-In",,"N","$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using IPs or ELB","2013-09-01 00:00:00","2013-09-01 01:00:00","0.00000017","0.0100000000","0.00000000","i-b6ef318b"
"32473150","XXXXXXXXXXXXXX","XXXXXXXXXXXXXX","LineItem","10396880107847882644245150","Amazon Elastic Compute Cloud","913770","13630969","205266","APS2-DataTransfer-Regional-Bytes","PublicIP-In",,"N","$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using IPs or ELB","2013-09-01 00:00:00","2013-09-01 01:00:00","0.00000018","0.0100000000","0.00000000","i-cc46e1f1"
"32473150","XXXXXXXXXXXXXX","XXXXXXXXXXXXXX","LineItem","10396880107847882644245151","Amazon Elastic Compute Cloud","913770","13630969","205266","APS2-DataTransfer-Regional-Bytes","PublicIP-In",,"N","$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using IPs or ELB","2013-09-01 00:00:00","2013-09-01 01:00:00","0.00000018","0.0100000000","0.00000000","i-fe13aec2"
"32473150","XXXXXXXXXXXXXX","XXXXXXXXXXXXXX","LineItem","10396529619710482163095537","Amazon Elastic Compute Cloud","1508796","13630970","287524","APS2-EBS:VolumeIOUsage","EBS:IO-Read",,"N","$0.11 per 1 million I/O requests","2013-09-01 00:00:00","2013-09-01 01:00:00","130.00000000","0.0000001100","0.00001430","vol-89c0c4ba"
"32473150","XXXXXXXXXXXXXX","XXXXXXXXXXXXXX","LineItem","10396529619710482163095541","Amazon Elastic Compute Cloud","1508796","13630970","287524","APS2-EBS:VolumeIOUsage","EBS:IO-Read",,"N","$0.11 per 1 million I/O requests","2013-09-01 00:00:00","2013-09-01 01:00:00","147006.00000000","0.0000001100","0.01617066","vol-ef5554dc"
"32473150","XXXXXXXXXXXXXX","XXXXXXXXXXXXXX","LineItem","10396566513198629581797768","Amazon Elastic Compute Cloud","1508796","13630970","287524","APS2-EBS:VolumeIOUsage","EBS:IO-Write",,"N","$0.11 per 1 million I/O requests","2013-09-01 00:00:00","2013-09-01 01:00:00","507.00000000","0.0000001100","0.00005577","vol-07ec0435"
"32473150","XXXXXXXXXXXXXX","XXXXXXXXXXXXXX","LineItem","10396566513198629581797769","Amazon Elastic Compute Cloud","1508796","13630970","287524","APS2-EBS:VolumeIOUsage","EBS:IO-Write",,"N","$0.11 per 1 million I/O requests","2013-09-01 00:00:00","2013-09-01 01:00:00","9.00000000","0.0000001100","0.00000099","vol-0e27bd3c"
"32473150","XXXXXXXXXXXXXX","XXXXXXXXXXXXXX","LineItem","10396566513198629581797770","Amazon Elastic Compute Cloud","1508796","13630970","287524","APS2-EBS:VolumeIOUsage","EBS:IO-Write",,"N","$0.11 per 1 million I/O requests","2013-09-01 00:00:00","2013-09-01 01:00:00","1199.00000000","0.0000001100","0.00013189","vol-417dba73"
"32473150","XXXXXXXXXXXXXX","XXXXXXXXXXXXXX","LineItem","10396566513198629581797771","Amazon Elastic Compute Cloud","1508796","13630970","287524","APS2-EBS:VolumeIOUsage","EBS:IO-Write",,"N","$0.11 per 1 million I/O requests","2013-09-01 00:00:00","2013-09-01 01:00:00","498.00000000","0.0000001100","0.00005478","vol-4ebca57d"
